Sentence_ID,Sentence,Arg_Type,Argument_IDs,Argument_Relations
2899,"It should be clear that
in the current conditions, the Russia-Ukraine border is
subject to particularly careful attention and observation
and is easy to monitor, including from space.",premise,[2752],{}
2900,"We are unfortunately compelled to admit that we
are discouraged by the almost complete lack of reaction
from the OSCE Mission concerning the movements
and strengthening of positions of the Ukrainian armed
forces and its other armed sub-divisions, which, by the

way, have their own ""Daddies"", as one of our colleagues
expressed it here in the Chamber.",claim,"[2753, 2754, 2755]","{(2753, 2752): 'attack', (2753, 2756): 'support', (2753, 2757): 'support', (2753, 2758): 'support', (2753, 2759): 'support', (2753, 2760): 'support', (2754, 2755): 'support'}"
2901,"We do not know to
whom or how they are accountable.",non-arg,[],{}
2902,"But on 9 November
heavy artillery and tanks entered Karlivka; on
8 November Grad and Uragan multiple-launch rocket
systems and Scud missile launchers arrived in the
Luhansk area, and a group of 500 Ukrainian military
entered the Krasna Talivka district in the Luhansk
region.",premise,"[2756, 2757]",{}
2903,"On 7 November, 32 tanks approached the eastern
outskirts of Horlivka, while 13 tanks, 15 Shilka self-
guided anti-aircraft guns, 7 Tochka-U tactical missile
launch systems, 6 Grad multiple launch rocket systems
and a Smerch multiple rocket launcher headed for
Artemivsk.",premise,[2758],{}
2904,"On 6 November a tank convoy entered the
outskirts of Yasynuvata in Donetsk province.",premise,[2759],{}
2905,"Those are
statistics.",premise,[2760],{}
2906,Why are these facts not being talked about?,premise,[2761],{}
2907,"It
must be clear to everyone that the lack of information on
this in the OSCE report creates a false and provocative
picture of what has happened.",claim,[2762],{}
2908,"We hope that gap will
be filled.",non-arg,[],{}
2909,"We believe that the full, thorough compliance of
the parties to the conflict with the Minsk agreement
is essential.",claim,[2763],{}
2910,"In that regard, he first major issue is
establishing a genuine ceasefire that both sides would
observe responsibly.",premise,[2764],{}
2911,"No less important, however,
are the elements of the agreements concerning the
decentralization of authority and establishing an
inclusive nationwide dialogue and measures for
improving the humanitarian and economic situation in
Donbas.",premise,[2765],{}
2912,"But the Ukrainian authorities are doing none
of those things.",claim,[2766],{}
2913,"We are concerned about President Poroshenko's
decision to recall the law on a special status for specific
areas of Luhansk and Donetsk provinces.",premise,[2767],{}
2914,"After all, that
is a cornerstone of the Minsk agreements, which will
essentially be made completely null and void.",claim,[2768],{}
2915,"The law
was not ideal and had limited legitimacy; the previous
convocation of the Verkhovna Rada did not indicate
the boundaries of the districts that would have special
status, and the date of 7 December for elections cited
in the law was notdiscussed with representatives from
Donetsk and Luhansk and violated Ukraine's own
Constitution.",premise,"[2769, 2770]","{(2769, 2770): 'support'}"
2916,"Despite that, the law could have become
a basis for further talks between Kyiv and the rebels.",claim,[2771],{}
2917,"Kyiv also failed to implement another important
provision of the Minsk agreement, the law granting
amnesty to those who have participated in the events.",claim,[2772],{}
2918,"Moreover, it appears that the Chair of the Verkhovna
Rada is proposing that it be rescinded.",premise,[2773],{}
2919,"No guarantees of
personal security for participants in the consultations
were provided.",premise,[2774],{}
2920,"Turning now to the humanitarian aspects of the
agreements, we find that instead of taking measures
to rebuild Donbas, the Ukrainian Government has
established a new order for financing its budgetary
institutions and meeting social and pension
payments - they have simply been cancelled.",claim,[2775],{}
2921,"How
can there be any talk of trust from ordinary people's
point of view when their homes being bombed and they
themselves lack the wherewithal to live?",premise,[2776],{}
2922,"In that regard,
we reject any accusations directed at Russia's efforts to
send humanitarian convoys carrying food, medicines
and building materials to Donetsk and Luhansk.",claim,[2777],{}
2923,"In the
worsening circumstances, such accusations are simply
amoral.",premise,[2778],{}
2924,"And we have had enough of the fabrications
and distortions on this subject.",premise,[2779],{}
2925,"Kyiv is informed about
every humanitarian convoy fully and in good time,
but getting its cooperation is problematic.",premise,"[2780, 2781]","{(2781, 2782): 'support', (2781, 2780): 'support'}"
2926,"We get the
feeling that it is not very concern about the fate of its
own people in those regions.",premise,[2782],{}
2927,"Regarding the elections held in the Luhansk and
Donetsk regions on 2 November, over which a number
of delegations have expressed exaggerated horror, as if
the process was not a democratic one, I would like to
emphasize the following points.",premise,[2783],{}
2928,"The Russian Federation
respects the will of the people of the south-east as they
have expressed it.",claim,[2784],{}
2929,"On the whole, the elections were
conducted in an orderly way and oter turn-out was high,
and certainly not forced at gunpoint.",claim,[2785],{}
2930,"It is particularly
important that the elected representatives received
a mandate to resolve the practical issues of restoring
normal life in the region.",premise,[2786],{}
2931,"They pose no threats to the
Minsk agreements and the peace process.",claim,[2787],{}
2932,"Moreover,
they present a unique opportunity for launching a
sustainable dialogue between the central Ukrainian
authorities and the representatives of Donbas, with the
goal of finding comprehensive political solutions that
can eliminate the accumulated disagreements.",claim,[2788],{}
2933,"We have been talking since the spring about the
fact that there is no alternative to an inclusive dialogue
conducted on a mutually respectful and equal basis.",premise,[2789],{}
2934,"It is high time for Kyiv to fulfil the obligations it
undertook in Geneva, particularly given that it now has
representative partners in the negotiations.",premise,"[2790, 2791]","{(2790, 2791): 'support'}"
2935,"The President: I shall now make a statement in my
capacity as the representative of Australia.",non-arg,[],{}
2936,"I thank our briefers today, including those from
the Organization for Security and Cooperation in
Europe (OSCE), in which we place great confidence
for its indispensable monitoring role on the ground.",non-arg,[],{}
2937,"We also welcome Ukraine's Permanent Representative,
Ambassador Sergeyev.",non-arg,[],{}
2938,"Two weeks ago, Assistant Secretary-General for
Political Affairs Fernandez-Taranco told the Council
the Minsk protocols were not being fully implemented
and that the ceasefire was being violated regularly,
causing violent loss of life.",premise,[2792],{}
2939,"He described how the
security situation was hampering the return and
settlement of internally displaced persons, which was
becoming increasingly urgent with the onset of winter.",premise,[2793],{}
2940,"His report was of concern then, but the situation in
eastern Ukraine has now deteriorated much further.",claim,[2794],{}
2941,"As Assistant Secretary-General Toyberg-Frandzen
has just told us, the ceasefire is ""under continuous
and serious strain"" and Minsk is ""in jeopardy"".",claim,"[2795, 2796]","{(2796, 2795): 'support', (2796, 2797): 'support', (2796, 2798): 'support', (2796, 2799): 'support'}"
2942,"Ambassador Tagliavini spoke of the ""blunt disregard
for commitments undertaken in Minsk"".",premise,[2797],{}
2943,"We have
seen consistent and credible reports of Russian-
supplied military reinforcements, including heavy
weapons and tanks, moving to the front line of the
conflict in eastern Ukraine.",premise,[2798],{}
2944,"The OSCE Chief Monitor,
Ambassador Apakan, has just described three separate
sightings of such convoys by OSCE monitors.",premise,[2799],{}
2945,"We must all be seriously concerned at these further
escalations in eastern Ukraine and at Russia's ongoing
violations of the Minsk protocols, particularly its
failure to withdraw all its personnel from Ukraine.",claim,[2800],{}
