id,sentence_claim,sentence_premise,relation
3673,"[4492, 'France is also  determined, in conjunction with its German partners, to  pursue mediation efforts within the Normandy format,  as every bit of progress counts and we see no alternative  solution for supporting the Minsk agreements.']","[4345, 'If he wants to go into the whole  package of measures for the implementation of the  Minsk agreements, we can do that, but we have already  said these things many times and when everything  that is supposed to happen has already been clearly  established.']",no relation
3674,"[4697, 'We have always proceeded from the assumption  that the work of the OSCE is particularly important to  the European continent, and we have always supported  strengthening European institutions and agreements on  treaty and legal regimes in our shared security area.']","[4400, 'That is the only meaningful path to long-term peace  in Ukraine, and until it is taken, the sanctions against  Russia must remain in place.']",no relation
3675,"[3049, ""We are very concerned by the approach of the  Russian Federation that consists in manipulating  peoples' right to self-determination.""]","[3313, 'United Nations  humanitarian actors view the situation as a full-scale  crisis calling for a presence on the ground, clusters for  the delivery of humanitarian assistance and financing  humanitarian appeals.']",no relation
3676,"[3981, 'Have they ever condemned the  inhumane statements that we hear from the authorities  in Kyiv?']","[3842, 'The same  source confirmed the presence of sophisticated heavy  weaponry in populated areas, under the control of  armed rebel groups, and reported repeated violations  of the human rights of the civilians trapped there and a  lack of the rule of law in those areas.']",no relation
3677,"[363, 'During the entire course of the crisis in Ukraine, Russia has never advocated aggravating it or destabilizing the country.']","[389, 'And now, is the United States going to encourage the fulfilment of this criminal decree authorizing the use of military force?']",no relation
3678,"[2624, 'The solution,  as has been said, by the OSCE here today and United  Nations, must be political.']","[2860, ""Today, the cost of Russia's  aggression against Ukraine is some 400,000 displaced,  at least 4,000 killed, over 9,000 wounded, and some  5.2 million people living in conflict-affected areas.""]",no relation
3679,"[507, 'It is in all our interests to support this process.']","[300, 'Ukraine has strong evidence of the involvement of the Russian special service forces, as was mentioned in a statement the Minister for Foreign Affairs of Ukraine made public early today.']",no relation
3680,"[1965, 'In that regard, Belgium supports the proposal of Australia that the Security Council adopt a draft resolution that stresses the need for guaranteed access to the site and for the conduct of a full, independent international investigation.']","[1915, ""Russia has allowed the establishment of recruitment offices in Moscow and Rostov, which are openly recruiting and sending Russian nationals to Ukraine's eastern regions.""]",no relation
3681,"[1791, ""In line with international standards, ensuring the security of civilian aviation in a State's airspace is that State's responsibility.""]","[1913, 'Illegal armed groups of fighters are stepping up their recruitment efforts within Russia.']",no relation
3682,"[1099, 'That is an illegal act.']","[919, ""The number of units along Ukraine's borders has increased.""]",no relation
3683,"[468, 'These are all clear attempts to escalate tensions within Ukraine.']","[617, 'Tragically, what we have seen from Russia since 17 April is exactly what we saw from Russia prior to 17 April: more attempts to stir up trouble, more efforts to undermine the Government of Ukraine and statement after statement at odds with the facts.']",no relation
3684,"[2094, 'In fact, the reverse is true.']","[1901, 'I reiterate that radio interceptions, photographs and the confessions of detained terrorists, including two recently detained Russian citizens who were going to join the terrorists as military experts, state that the Buk system came from Russia.']",no relation
3685,"[3403, 'This demonstrates a pattern of Russian interference  in the domestic affairs of its neighbours and a blatant  disregard for their sovereignty and territorial integrity.']","[3169, 'Meanwhile, Russia is reportedly  preparing to deliver its twelfth resupply convoy to  separatists in Ukrainian territory at the end of the  month.']",no relation
3686,"[1764, 'We will not join in a pointless blame game.']","[1512, ""On 24 June, as the Council was meeting to welcome Ukraine's unilateral ceasefire (see S/PV.7205), we received word that separatists had downed a Ukrainian helicopter, killing all nine aboard.""]",no relation
3687,"[2263, 'We condemn  the continuing terror activities of armed groups in  areas under their control, where they have perpetrated  killings, abductions, torture, ill treatment and other  serious human rights abuses, including the destruction  of housing and seizure of property.']","[2521, 'The prosecutorial investigations that are under way  and that involve hundreds and hundreds of prosecutors  from 13 countries, who are being coordinated by  the Dutch Government, will seek to establish the  culpability and then lay the basis for accountability.']",no relation
