ID,Speech,Sentence_ID,Full_Sentence,Component,Component_Type,Premises
2364,UNSC_2014_SPV.7287_spch010_KR,2157,"While
the situation on the ground remains tense, such
constructive diplomatic efforts give us reasons for
hope.","[2034, 'While\nthe situation on the ground remains tense, such\nconstructive diplomatic efforts give us reasons for\nhope.']",premise,{}
2365,UNSC_2014_SPV.7287_spch010_KR,2158,"We once again encourage all concerned parties to
continue exerting maximum efforts to seek a peaceful
political solution.","[2035, 'We once again encourage all concerned parties to\ncontinue exerting maximum efforts to seek a peaceful\npolitical solution.']",claim,{2034: 'support'}
2366,UNSC_2014_SPV.7287_spch012_LU,2159,Ms.,non-arg,non-arg,non-arg
2367,UNSC_2014_SPV.7287_spch012_LU,2160,"Lucas (Luxembourg) (spoke in French): I too
would like to thank the Assistant Secretary-General for
Political Affairs, Mr. Oscar Fernandez-Taranco, and
the Assistant Secretary-General for Human Rights,
Mr. Ivan Simonovie, for their briefings.",non-arg,non-arg,non-arg
2368,UNSC_2014_SPV.7287_spch012_LU,2161,"Luxembourg is deeply concerned by the human
rights situation in eastern Ukraine, especially in the
regions of Luhansk and Donetsk, which are now outside
the control of the Government of Ukraine.",non-arg,non-arg,non-arg
2369,UNSC_2014_SPV.7287_spch012_LU,2162,"We condemn
the many cases of killings, abductions, torture, mock
executions, forced labour and forced recruitment, for
which the armed separatist groups are responsible.","[2036, 'We condemn\nthe many cases of killings, abductions, torture, mock\nexecutions, forced labour and forced recruitment,']",claim,standalone
2370,UNSC_2014_SPV.7287_spch012_LU,2162,"We condemn
the many cases of killings, abductions, torture, mock
executions, forced labour and forced recruitment, for
which the armed separatist groups are responsible.","[2037, 'for\nwhich the armed separatist groups are responsible.']",claim,standalone
2371,UNSC_2014_SPV.7287_spch012_LU,2163,"The 16 September report of the United Nations High
Commissioner for Human Rights also mentions the
adoption of an illegal criminal code re-establishing
the death penalty for certain crimes, the confiscation
of housing from people who have fled the conflict,
and the public humiliation of political opponents and
Ukrainian soldiers who have been taken prisoner.","[2038, 'The 16 September report of the United Nations High\nCommissioner for Human Rights also mentions the\nadoption of an illegal criminal code re-establishing\nthe death penalty for certain crimes, the confiscation\nof housing from people who have fled the conflict,\nand the public humiliation of political opponents and\nUkrainian soldiers who have been taken prisoner.']",premise,{}
2372,UNSC_2014_SPV.7287_spch012_LU,2164,Those acts deserve our unanimous condemnation.,"[2039, 'Those acts deserve our unanimous condemnation.']",claim,{2038: 'support'}
2373,UNSC_2014_SPV.7287_spch012_LU,2165,"We also condemn the human rights violations
committed by the battalions of volunteers working
alongside the Ukrainian forces.","[2040, 'We also condemn the human rights violations\ncommitted by the battalions of volunteers working\nalongside the Ukrainian forces.']",claim,standalone
2374,UNSC_2014_SPV.7287_spch012_LU,2166,"We have become aware
of the allegations regarding the use of cluster bombs
by the parties to the conflict in eastern Ukraine.","[2041, 'We have become aware\nof the allegations regarding the use of cluster bombs\nby the parties to the conflict in eastern Ukraine.']",claim,"{2042: 'attack', 2043: 'attack'}"
2375,UNSC_2014_SPV.7287_spch012_LU,2167,"The
Special Monitoring Mission of the Organization for
Security and Cooperation in Europe (OSCE) has,
however, not been able to confirm the truth of those
allegations, and we note that Ukraine has denied
that its forces have used such weapons.","[2042, 'The\nSpecial Monitoring Mission of the Organization for\nSecurity and Cooperation in Europe (OSCE) has,\nhowever, not been able to confirm the truth of those\nallegations']",premise,{}
2376,UNSC_2014_SPV.7287_spch012_LU,2167,"The
Special Monitoring Mission of the Organization for
Security and Cooperation in Europe (OSCE) has,
however, not been able to confirm the truth of those
allegations, and we note that Ukraine has denied
that its forces have used such weapons.","[2043, 'Ukraine has denied\nthat its forces have used such weapons']",premise,{}
2377,UNSC_2014_SPV.7287_spch012_LU,2168,"We welcome
Ukraine's willingness to cooperate with an impartial
and independent investigation to shed light on those
serious allegations, and we expect the separatists to
do the same.","[2044, ""We welcome\nUkraine's willingness to cooperate with an impartial\nand independent investigation to shed light on those\nserious allegations""]",claim,{2043: 'support'}
2378,UNSC_2014_SPV.7287_spch012_LU,2168,"We welcome
Ukraine's willingness to cooperate with an impartial
and independent investigation to shed light on those
serious allegations, and we expect the separatists to
do the same.","[2045, 'we expect the separatists to\ndo the same']",claim,standalone
2379,UNSC_2014_SPV.7287_spch012_LU,2169,"The attacks on populated areas should be
condemned and must stop.","[2046, 'The attacks on populated areas should be\ncondemned and must stop.']",claim,standalone
2380,UNSC_2014_SPV.7287_spch012_LU,2170,"Ukraine has the right and the obligation to defend
its territory against the continuous and repeated
violations of its sovereignty and territorial integrity.","[2047, 'Ukraine has the right and the obligation to defend\nits territory against the continuous and repeated\nviolations of its sovereignty and territorial integrity.']",claim,standalone
2381,UNSC_2014_SPV.7287_spch012_LU,2171,"At the same time, it is essential for Ukraine to respect
its international obligations and for its forces to always
act in a proportionate and restrained manner.","[2048, 'it is essential for Ukraine to respect\nits international obligations and for its forces to always\nact in a proportionate and restrained manner.']",claim,standalone
2382,UNSC_2014_SPV.7287_spch012_LU,2172,"As the
High Commissioner for Human Rights has said, with
the increasing number of reports of serious violations
of international humanitarian law and human rights
committed in the conflict zone, it is crucial to ensure
accountability and the fight against impunity.","[2049, 'As the\nHigh Commissioner for Human Rights has said, with\nthe increasing number of reports of serious violations\nof international humanitarian law and human rights\ncommitted in the conflict zone,']",premise,{}
2383,UNSC_2014_SPV.7287_spch012_LU,2172,"As the
High Commissioner for Human Rights has said, with
the increasing number of reports of serious violations
of international humanitarian law and human rights
committed in the conflict zone, it is crucial to ensure
accountability and the fight against impunity.","[2050, 'it is crucial to ensure\naccountability and the fight against impunity']",claim,{2049: 'support'}
2384,UNSC_2014_SPV.7287_spch012_LU,2173,"The situation in eastern Ukraine should not lead
us to forget the problems that have persisted in Crimea
since it was illegally annexed by Russia, in flagrant
violation of the principles of the Charter of the United
Nations and General Assembly resolution 68/262.","[2051, 'The situation in eastern Ukraine should not lead\nus to forget the problems that have persisted in Crimea\nsince it was illegally annexed by Russia, in flagrant\nviolation of the principles of the Charter of the United\nNations and General Assembly resolution 68/262.']",claim,"{2053: 'support', 2052: 'support'}"
2385,UNSC_2014_SPV.7287_spch012_LU,2174,"The
rights of minorities continue to be violated, especially
those of the Crimean Tatars and the Ukrainian- speaking
populations, the great majority of whom oppose the
recent political changes.","[2052, 'The\nrights of minorities continue to be violated, especially\nthose of the Crimean Tatars and the Ukrainian- speaking\npopulations, the great majority of whom oppose the\nrecent political changes.']",premise,{}
2386,UNSC_2014_SPV.7287_spch012_LU,2175,"We are particularly concerned
by the repeated intimidations targeting the Mejlis of the
Crimean Tatar People and its members, Crimean Tatar
activists and the journalists who cover those events.","[2053, 'We are particularly concerned\nby the repeated intimidations targeting the Mejlis of the\nCrimean Tatar People and its members, Crimean Tatar\nactivists and the journalists who cover those events.']",premise,{}
2387,UNSC_2014_SPV.7287_spch012_LU,2176,"We welcome the approval, in the context of
the trilateral contact group, of the Minsk protocol
of 5 September and the Minsk memorandum of
19 September, which represent a step towards a
lasting political solution to the crisis.","[2054, 'We welcome the approval, in the context of\nthe trilateral contact group, of the Minsk protocol\nof 5 September and the Minsk memorandum of\n19 September, which represent a step towards a\nlasting political solution to the crisis.']",claim,standalone
2388,UNSC_2014_SPV.7287_spch012_LU,2177,"That solution
must be based on respect for Ukraine's independence,
sovereignty and territorial integrity.","[2055, ""That solution\nmust be based on respect for Ukraine's independence,\nsovereignty and territorial integrity.""]",claim,standalone
2389,UNSC_2014_SPV.7287_spch012_LU,2178,"We note the
decrease in the overall level of violence following the
ceasefire agreement.","[2056, 'We note the\ndecrease in the overall level of violence following the\nceasefire agreement.']",claim,{2057: 'attack'}
