Component,Label
"Two unmarked T-80 battle tanks were seen by the SMM. travelling south-east in Makiivka The SMM. observed a convoy of 21 military-style Ural and KAMAZ trucks, also unmarked, heading south on a highway near Starobesheve Four of the trucks carried what appeared to be communication equipment, while the remaining trucks were covered."" ",premise
"In the weekly update for the period of 15-21 January, the OSCE observer mission at Gukovo and Donetsk noted:  ""The OM. continued to observe a number ofpersons in military-style clothing crossing the border in both directions... ",premise
"During the reporting period, the Obersvation Teams observed 396 men and women in military-style dress crossing the border in both directions... ",premise
"Ninety-three percent of border crossings occurred at the Donetsk BCP."" ",premise
The little that can be gleaned from the two kilometres where the OSCE observer mission is active is clearly indicative of what is happening away from the eyes of the observers ,premise
It is no wonder that Russia keeps blocking all attempts to expand the OSCE border observer mission to cover more ground. ,premise
"The Ukrainian sources estimate that as of 15 January, the separatists had 542 tanks, 990 armoured personnel carriers, nearly 700 artillery systems, some 70 Grad rockets and 57 air defence systems. ",premise
"How on Earth, but for Russia's continued supply, could a ragtag bunch of illegal militants obtain such an impressive arsenal of sophisticated heavy weaponry and arms, which by now could well rival the arsenals of the smaller European States? ",premise
"And where on Earth, but for Russia's continued support, could a ragtag bunch of militants get the millions needed to buy all that heavy weaponry and machinery, especially in an area where the local inhabitants are said to be starving and local hospitals cannot even buy bread for their patients? ",premise
"The war in eastern Ukraine is not a civil war, as some try to portray it, but a calculated and systematic attempt to destabilize Ukraine - a foreign-sponsored war. ",claim
"Backed by sophisticated weaponry including Grad rockets, artillery systems, modern tanks, armoured personnel carriers, and an influx of foreign mercenaries, the militants continue their barrage of deadly attacks. ",premise
"The past few weeks in particular have seen a disturbing increase in ceasefire violations, including a massive onslaught by the militants on the Donetsk airport. ",premise
"Yesterday again, intensive fighting was reported in several locations, including north-west of Luhansk, where militants destroyed, with massive artillery fire, and occupied one of the checkpoints of the Ukrainian military. ",premise
Growing evidence points to a systematic use by the militants of residential areas as a cover for launching Grad rockets and shelling the Ukrainian forces. ,premise
"Overall, since the announcement of the ceasefire on 5 September 2014, Ukrainian forces and civilians have been shelled more than 5,660 times, some 1,500 Ukrainian military have been killed and wounded, and at least 151 civilians have been killed. ",premise
"We must ensure that perpetrators of this reprehensible act, and all the countless acts of violence and gross violations of human rights, especially around the areas held by the illegal separatist groups, are brought to account. ",claim
While every defensive move by Ukraine is blasted by the Russian propaganda as ceasefire violations ,claim
Russia has never even once condemned or disowned the illegal and lawless separatist militants. ,claim
